title,date,url,article
beijing boosts int'l sci tech innovation hub amid high quality development,2024-03-20,http://en.people.cn/n3/2024/0320/c90000-20146966.html,press conference leveraging beijing strategic role national capital develop new quality productive forces drive enhance city high-quality development held beijing capital china march   xinhua pan xu beijing march  xinhua beijing municipality focus building major international sci-tech innovation center leverage strategic role national capital develop new quality productive forces drive enhance city high-quality development local authorities said tuesday recent years beijing efforts achieved remarkable results city topped list nature index science cities eight consecutive years ranking among innovative cities world city mayor yin yong said press conference volume technology contract transactions beijing exceeded  billion yuan   billion usa dollars  average  technology enterprises established day face new round global technological industrial changes capital continue make efforts improve sci-tech research capabilities deepen reform sci-tech system strengthen cultivation introduction talent yin said concentrate breaking key core technologies aim commanding heights industrial development  directions future information health manufacturing energy materials space yin added metropolis upgraded urban management years especially field high-level autonomous driving three years ago took lead adopting vehicle-road collaboration technology promote development autonomous driving technology according yin area autonomous driving beijing expand  square kilometers  square kilometers year application technology accessible five major railway stations well beijing daxing international airport beijing capital international airport hope attract leading enterprises r institutions field autonomous driving improve upstream downstream supporting facilities industrial chain welcome kinds capital especially long-term capital increase investment field yin said
polar research climate change exhibition held hong kong,2024-03-20,http://en.people.cn/n3/2024/0320/c90000-20146909.html,polar biological specimens displayed polar research climate change exhibition hong kong science museum hong kong south china march   available public march  till june  exhibition expose audiences scientific expeditions research accomplishments china polar icebreaker xuelong  xinhua chen duo people visit polar research climate change exhibition hong kong science museum hong kong south china march   available public march  till june  exhibition expose audiences scientific expeditions research accomplishments china polar icebreaker xuelong  xinhua chen duo visitors view model china polar icebreaker xuelong  polar research climate change exhibition hong kong science museum hong kong south china march   available public march  till june  exhibition expose audiences scientific expeditions research accomplishments china polar icebreaker xuelong  xinhua chen duo visitor views model china polar icebreaker xuelong  polar research climate change exhibition hong kong science museum hong kong south china march   available public march  till june  exhibition expose audiences scientific expeditions research accomplishments china polar icebreaker xuelong  xinhua chen duo
 zhongguancun forum held late april,2024-03-19,http://en.people.cn/n3/2024/0319/c90000-20146735.html,beijing march  xinhua  zhongguancun forum zgc forum scheduled beijing april   event organizers said tuesday year forum include conferences sub-forums competitions cutting-edge fields first time unesco serve forum support unit media registration forum started tuesday last april  journalists log official website zgc forum www zgcforum com cn registration founded  forum grown national-level open innovation platform international forum years
"science technology backyards contribute agricultural, rural development",2024-03-19,http://en.people.cn/n3/2024/0319/c90000-20146714.html,jujube farmer ding taiping xiawa township binzhou east china shandong province recently made new friends - students science technology backyard stb program studies cultivation jujubes china agricultural university growing jujubes many years first time interacted university students fields said ding technicians check growth chinese cabbages science technology backyard haikou south china hainan province photo haikou daily said thought would impossible students never set foot field solve farmers problems stb established township earlier year spending time together actually tackled challenges troubled long time particularly combining traditional local methods new techniques standardized cultivation practices efficiency improved significantly ding told people daily stb practical integrated talent cultivation model china agricultural university began exploring  dispatches postgraduate students agricultural majors field based learned theoretically study solve real-world problems agricultural rural development aim cultivate high-level agricultural talents serve modernization agriculture rural areas since first stb program launched  model soon gained widespread recognition attracting increasing number research institutes universities join including northwest agriculture forestry university nwafu  nwafu set stb program studies vegetable technologies jingyang county xianyang northwest china shaanxi province serves three counties  demonstration agricultural parks xianyang zhang mingke associate research fellow nwafu chief expert jingyang stb said program develops introduces new crop varieties studies techniques efficient cultivation facility soil secondary salinization improvement restoration postgraduate students jiangxi agricultural university exchange views rice sprout cultivation techniques farmer middle zengjia village shanggao county yichun east china jiangxi province people daily online zhou liang new varieties technologies developed program introduced  counties districts shaanxi province well qinghai province ningxia hui autonomous region applied   million mu around   hectares generating  million yuan   million economic benefits zhang told people daily past decade stb model pioneered new path deep integration scientists farmers close collaboration technology industry unleashed potential increasing farmers incomes cultivating high-quality agricultural talent pool rooted rural areas said zhong denghua party head china agricultural university date   stbs set  institutions across country involve   experts   postgraduate students according incomplete statistics stbs introduced made innovations  green agricultural production technologies applied total area  million mu increased income cut costs  billion yuan emerging across china stbs also sharing experiences rest world united nations food agriculture organization fao promoting stb model globally three consecutive years   hailing typical case assisting smallholder farmers last september fao official selvaraju ramasamy visited quzhou county north china hebei province china first stb established impressed learn local farmers actually experts technology marketing able earn   yuan per mu annually remarkable demonstrates value promoting stb model worldwide exclaimed teachers students china agricultural university pose picture local farmers science technology backyard lisasadzi malawi kasungu district inaugurated photo provided china agricultural university  china agricultural university launched training program cultivate young african talents would help improve smallholder production africa augustine talababi phiri agronomist malawi joined program last november three stbs established malawi thanks knowledge learned experience gained china phiri appointed head stb lisasadzi malawi kasungu district promoting chinese model locally staff member china agricultural university told people daily training program nurtured  agriculture-related graduate students  african countries far african farmers said welcome stbs hope programs bring practical technologies help grow food moreover nwafu taken lead establishing silkroad agricultural education research innovation alliance joined  scientific educational institutions enterprises  countries far zhang said universities responsible research development talent support related crop varieties products technologies local governments organize order-based production chinese enterprises demonstrate achievements procure products achieving deep integration production education research application next step nwafu china agricultural university cooperate fao well relevant countries agricultural departments enterprises establish stbs cultivate young talents willing work frontline agricultural production zhang said
chinese tech firm ehang sells low altitude aircraft e commerce platform,2024-03-19,http://en.people.cn/n3/2024/0319/c90000-20146617.html,visitors look aerial vehicle ehang th china hi-tech fair chtf shenzhen south china guangdong province nov   th china hi-tech fair chtf kicked wednesday attracting   exhibitors  countries regions chinese tech company ehang holdings limited begun sell self-developed unmanned electric vertical take-off landing evtol aircraft eh-s chinese e-commerce platform taobao cost   million yuan   per unit global times observed monday tianxing deputy president ehang told global times online sale also aimed inform public development potential low-altitude economy future eh-s last december obtained standard airworthiness certificate civil aviation administration china marked evtol aircraft becoming eligible commercial operation eh-s passenger-carrying uav system obtains standard airworthiness certificate caac certified aircraft delivered customer guangzhou aside main selling points including small size easy take-off landing re-charge ability well quietness ehang made multiple backups core parts propellers electric engine flying control system batteries government work report released recently concluded two sessions earlier month stated china foster new growth engines fields biomanufacturing commercial spaceflight low-altitude economy analysts pointed low-altitude transport help reduce waste ground transport reached limit megacities following announced policy many cities taken measures develop sector country first trial province low-altitude air space management southwest china sichuan province simplified low-altitude flight test applications east china anhui also crafted rules develop low-altitude economy stating accelerate development industry hefei wuhu two major cities addition shenzhen city south china guangdong province published set documents government regulations supporting development low-altitude economy province according xinhua news agency  output value low-altitude economy china estimated reach   trillion yuan according recent survey international digital economy academy
chinese scientists develop new treatment tendon bone injuries,2024-03-19,http://en.people.cn/n3/2024/0319/c90000-20146559.html,shanghai march  xinhua chinese research team developed multicellular scaffold based inorganic bioceramics treating tendon-to-bone injuries restriction motor activity due loss natural structure major cause decreased life quality patients suffering tendon-to-bone injuries solve problem research team led shanghai institute ceramics sic chinese academy sciences combined manganese silicate ms nanoparticles tendon bone-related cells construct immunomodulatory multicellular scaffold achieve integrated tendon-to-bone regeneration scaffold demonstrated diverse biological activities vitro also achieved immune regulation multi-tissue integration regeneration motor function recovery variety animal models rotator cuff injury study provides new concept achieving immunomodulation integrated regeneration tendon-bone tissue interfaces said wu chengtie sic led research study recently published journal science advances
"mtc, huawei conduct first official g trials namibia",2024-03-19,http://en.people.cn/n3/2024/0319/c90000-20146442.html,namibia minister information munication technology emma theofelus speaks g technology demonstration windhoek namibia march   mtc namibia largest mobile carrier chinese company huawei technologies monday conducted country first g technology demonstration windhoek photo musa c kaseke xinhua windhoek march  xinhua mtc namibia largest mobile carrier chinese company huawei technologies monday conducted country first g technology demonstration windhoek capital city demonstration came government lifted moratorium g munications regulatory authority namibia allocated g spectrum mtc telecom players country minister information munication technology emma theofelus described event milestone namibia emphasizing importance adopting latest technology drive national development trial groundbreaking historic symbolizes namibia stride commitment putting technology center driving national development agenda said achieve vision keep latest technology g foundation providing e-governance e-commerce e-health cemented superior faster connectivity minister said mtc managing director licky erastus said digital enabler proud successfully trialed g network connectivity huawei namibia managing director michael zhang said huawei work closely mtc deploy cutting-edge technologies ensure fast high-quality g deployments believe g significant driver enabler social digital life economy zhang said huawei worked mtc years bring g g  g technologies namibia man tries vr headset g technology demonstration windhoek namibia march   mtc namibia largest mobile carrier chinese company huawei technologies monday conducted country first g technology demonstration windhoek photo musa c kaseke xinhua
chinese scientists design device produce hydrogen renewable sources,2024-03-18,http://en.people.cn/n3/2024/0318/c90000-20146347.html,shanghai march  xinhua team chinese scientists developed strategy utilizing energy seawater freshwater efficiently generate green hydrogen hydrogen clean energy emerged promising solution reduce carbon emissions power sector move toward sustainable future support frontier industries hydrogen power outlined country government work report year researchers fudan university fabricated tandem high-performance ion exchange membrane electrode installed estuaries harvest osmotic energy drive hydrogen production integrated device demonstrates consistent quick alkaline hydrogen evolution rate  days artificial salinity gradient according study published recently journal nature sustainability study presents viable pathway hydrogen production renewable sources said researchers
int'l journalists experience g intelligent remote controlled wheeled loader liuzhou,2024-03-18,http://en.people.cn/n3/2024/0318/c90000-20146231.html,shanghai march  xinhua team chinese scientists developed strategy utilizing energy seawater freshwater efficiently generate green hydrogen hydrogen clean energy emerged promising solution reduce carbon emissions power sector move toward sustainable future support frontier industries hydrogen power outlined country government work report year researchers fudan university fabricated tandem high-performance ion exchange membrane electrode installed estuaries harvest osmotic energy drive hydrogen production integrated device demonstrates consistent quick alkaline hydrogen evolution rate  days artificial salinity gradient according study published recently journal nature sustainability study presents viable pathway hydrogen production renewable sources said researchers
new undersea tunnel sets record,2024-03-18,http://en.people.cn/n3/2024/0318/c90000-20146120.html,workers watch zhanjiang bay undersea tunnel guangzhou-zhanjiang high-speed railway completed friday tunnel currently longest kind china guangzhou-zhanjiang high-speed railway important part national high-speed railway network designed speed  kilometers per hour liu dawei xinhua undersea tunnel high-speed railway completed south china friday setting new record construction high-speed railway tunnels china yongxing tunnel boring machine reached receiving well zhanjiang guangdong province zhanjiang bay undersea tunnel pivotal project guangzhou-zhanjiang high-speed railway completed  months construction marking significant milestone construction new railway also demonstrated remarkable progress technological achievements china high-speed railway infrastructure zhanjiang bay undersea tunnel spans total length   meters shield section measuring   meters designed single tunnel double tracks crossing seabed zhanjiang bay urban area zhanjiang tunnel used one yongxing tunnel boring machine excavate tunnel crossing  -meter sea section  -meter section land notably tunnel china longest single-headed undersea high-speed railway shield tunnel showcasing country remarkable engineering prowess single-headed shield refers method using single tunnel boring machine excavate continuously one end said yin yihao engineer china railway th bureau group responsible tunnel construction yin also noted traditional large-diameter shield tunneling methods commonly employed using tunnel boring machines excavate sides carry seabed docking middle however yin said traditional methods applied zhanjiang bay undersea tunnel due complicated geological conditions single-headed shield tunnel safer efficient case said yongxing shield tunneling machine diameter   meters tall -story building machine dug deep  meters beneath water construction bearing great deal pressure maximum burial depth shield tunnel sea area  meters water soil pressure   bars equivalent bearing   kilograms pressure area size fingernail said ziliang another engineer china railway th bureau group adding team tailored yongxing shield tunneling machine specifically geological conditions yongxing excavate average speed  meters month record  meters per month wu chunzhao senior engineer china railway design p general contractor railway explained reason building undersea tunnel instead bridge building tunnel preserves beautiful urban skyline zhanjiang bay also avoids impact project marine ecological environment said wu also noted bridge affect large vessels navigation tunnel also mitigates impact typhoons often happen area high-speed rail operations easily affected severe weather typhoons subsea tunnel effectively mitigates safety issues high-speed rail operations caused typhoons added tunnel key project high-speed railway linking guangzhou zhanjiang guangdong according hu jijun guangdong guangzhou-zhanjiang high-speed railway p investor railway completion tunnel laid solid foundation completion railway expected operational end  -km guangzhou-zhanjiang high-speed railway designed speed  km per hour important part china high-speed railway network opening rail travel time guangzhou zhanjiang reduced  minutes   hours opening railway improve coastal high-speed railway corridor facilitating construction comprehensive transportation network guangdong-hong kong-macao greater bay area also boosting high-quality development region
china first homegrown polar icebreaker xuelong  visit hksar april,2024-03-18,http://en.people.cn/n3/2024/0318/c90000-20146097.html,hong kong march  xinhua china first domestically made polar icebreaker xuelong  snow dragon  expected greeted fans country hong kong special administrative region hksar next month according event organizer saturday vessel arrive hong kong first time april  five-day visit accompanied many top-tier scientists including team leader country th antarctic expedition said ho kin-chung chairman event executive committee icebreaker open public visits free charge april   said adding series events held xuelong  able conduct scientific research areas high ice density collect data hydrology chemistry well ecology made maiden voyage antarctic  country th antarctic expedition
lunar relay satellite set launch,2024-03-18,http://en.people.cn/n3/2024/0318/c90000-20145930.html,relay satellite queqiao  long march  carrier rocket vertically transferred launch area wenchang space launch center hainan province sunday satellite expected launched appropriate time next days photo xinhua relay satellite essential upcoming chang e  moon mission future lunar exploration programs scheduled launch within next days according china national space administration combination relay satellite queqiao  magpie bridge  long march  carrier rocket tasked lifting satellite moved sunday morning launching tower wenchang space launch center hainan province satellite rocket individually transported february wenchang center examined assembled rocket undergo final checks propellants loaded space administration said news release launch take place due course noted queqiao  predecessor queqiao  lifted long march c rocket xichang satellite launch center sichuan province may  currently serves relay platform chang e  lunar mission chang e  probe landed south pole-aitken basin far side moon january  becoming first spacecraft operated little-known semisphere everything goes according plan chang e  probe launched first half year become second spacecraft reach moon far side tasked bring back samples lunar far side assignment challenging sophisticated never done munication services chang e  chang e  spacecraft earth require relay satellites due special locations transmitting signals thus primary task queqiao   pang zhihao expert space exploration technology worked china academy space technology decades said fact queqiao  transported using long march  rocket indicates relay satellite larger heavier predecessor far understand queqiao  designed functions longer life span key china next several lunar missions said chang e  spacecraft four components orbiter lander ascender reentry module addition sample collection instruments also carry scientific instruments pakistan france italy european space agency according mission planners
china prepares launch relay satellite queqiao ,2024-03-18,http://en.people.cn/n3/2024/0318/c90000-20145851.html,combination relay satellite queqiao- long march- y carrier rocket vertically transferred launching area wenchang space launch center south china hainan province march   satellite projected launched appropriate time within next days according china national space administration cnsa photo huang guochang xinhua wenchang hainan march  xinhua combination relay satellite queqiao- long march- y carrier rocket vertically transferred sunday launching area wenchang space launch center south china hainan province satellite projected launched appropriate time within next days according china national space administration cnsa combination removable launch pad moved vertical test building launching site morning safely transported launching area rocket check joint test work propellant filling carried launch according cnsa queqiao- magpie bridge- serve relay platform fourth phase china lunar exploration program providing communications services chang e- chang e- chang e- chang e- missions combination relay satellite queqiao- long march- y carrier rocket seen transferred launching area wenchang space launch center south china hainan province march   satellite projected launched appropriate time within next days according china national space administration cnsa photo huang guochang xinhua combination relay satellite queqiao- long march- y carrier rocket seen transferred launching area wenchang space launch center south china hainan province march   satellite projected launched appropriate time within next days according china national space administration cnsa photo huang guochang xinhua combination relay satellite queqiao- long march- y carrier rocket vertically transferred launching area wenchang space launch center south china hainan province march   satellite projected launched appropriate time within next days according china national space administration cnsa china national space administration handout via xinhua combination relay satellite queqiao- long march- y carrier rocket vertically transferred launching area wenchang space launch center south china hainan province march   satellite projected launched appropriate time within next days according china national space administration cnsa china national space administration handout via xinhua combination relay satellite queqiao- long march- y carrier rocket vertically transferred launching area wenchang space launch center south china hainan province march   satellite projected launched appropriate time within next days according china national space administration cnsa china national space administration handout via xinhua
chinese researchers develop immunotherapeutic agent colon cancer,2024-03-16,http://en.people.cn/n3/2024/0316/c90000-20145829.html,tianjin march  xinhua chinese researchers developed novel immunotherapeutic agent treating colon cancer according recent article academic journal acs nano animal experiments agent upon successful entry tumor cells enhance cell effector function kill tumor cells suppress colon tumor growth according lu chunwan school life sciences tianjin university one authors article agent enhance tumor immunogenicity inhibit colon tumor growth significant impact normal cells said lu cancer characterized long latency period high mortality rate poses severe threat human health among various therapies immunotherapy considered one promising treatment directions according lu
"import, export fair leverage high tech advantage",2024-04-16,http://en.people.cn/n3/2024/0416/c90000-20157113.html,staff member enterprise demonstrates use intelligent bionic hand visitor monday canton fair guangzhou guangdong province photo feng yongbin china daily greater presence high-tech enterprises china largest trade expo enable participants year tap new business opportunities emerging sectors inject much-needed energy sluggish global trade said experts executives china import export fair also known canton fair kicked th edition monday guangzhou guangdong province scheduled run may  country major trade event continues embrace digital technology intelligent manufacturing nearly   participating companies field showcasing   intelligent products artificial intelligence-powered translator devices automated guided vehicles increasing focus high-tech products technological advancements trade fair serves evidence china transformation labor-intensive manufacturing powerhouse major technology-driven industry player said bai ming researcher chinese academy international trade economic peration amid challenging external environment products high-tech content gaining competitive edge emerged key breaking current global slump foreign trade bai added exhibition venues covering   million square meters year event features around   companies participating export section including   first-timers addition  companies participate import section bekar mikaberidze founder belt road georgian business house said fair become synonymous discovering fresh prospects exploring untapped markets participated event decade visit fair attendees able witness emergence new trends technologies driving industry development identify potential investment collaboration prospects mikaberidze said trade fair showcase wide range new products number expected top  million among   environmentally friendly products   offerings involving indigenous intellectual property rights array improved products bella intelligent information technology guangzhou-based massage-products manufacturer focused making canton fair   overseas buyers  countries regions signed saturday broader business partnerships fair proved invaluable platform launching new ventures expanding market reach staying ahead competition said zeng zhitao company chairman fair comes international trade grappling period sluggishness uncertainty global trade according united nations ference trade development saw  percent contraction roughly equaling  trillion  although world trade organization said earlier month expected global trade volume increase   percent  warned geopolitical tensions continue pose significant risk outlook signs trade fragmentation rise christophe benard general manager schneider sumer asia said china commitment openness innovation development continue drive opportunities prosperity despite global economic uncertainties data released general administration customs showed country foreign trade goods climbed  percent year-on-year   trillion yuan   trillion first quarter
china launches new remote sensing satellite,2024-04-15,http://en.people.cn/n3/2024/0415/c90000-20156923.html,long march-d carrier rocket carrying gaojing-  satellite blasts jiuquan satellite launch center northwest china april   photo wang jiangbo xinhua jiuquan april  xinhua china monday launched long march-d carrier rocket placing remote sensing satellite space rocket blasted   p beijing time jiuquan satellite launch center northwest china sent gaojing-  satellite preset orbit satellite provide commercial remote sensing data services emerging scenarios digital agriculture urban information modeling live d well traditional fields including land surveying mapping disaster prevention mitigation maritime monitoring th flight mission long march series rockets long march-d carrier rocket carrying gaojing-  satellite blasts jiuquan satellite launch center northwest china april   photo wang jiangbo xinhua long march-d carrier rocket carrying gaojing-  satellite blasts jiuquan satellite launch center northwest china april   photo wang jiangbo xinhua long march-d carrier rocket carrying gaojing-  satellite blasts jiuquan satellite launch center northwest china april   photo wang jiangbo xinhua long march-d carrier rocket carrying gaojing-  satellite blasts jiuquan satellite launch center northwest china april   photo wang jiangbo xinhua long march-d carrier rocket carrying gaojing-  satellite blasts jiuquan satellite launch center northwest china april   photo wang jiangbo xinhua
china develops new generation heavy ion accelerator cancer treatment,2024-04-15,http://en.people.cn/n3/2024/0415/c90000-20156896.html,lanzhou april  xinhua hospital wuwei northwest china gansu province medical facility consisting large pieces steel complex coils occupies building  meters high high-speed carbon ions produced channeled treatment room kill tumor cells cancer patients advanced medical facility called heavy-ion accelerator assisting human fight cancers however due large size high production maintenance costs widely used ordinary hospitals developing new generation heavy-ion accelerators medical use treatment accessible ordinary patients said hu zhengguo deputy director institute modern physics imp chinese academy sciences cancer killer physical therapy method radiation therapy history  years conventional radiotherapy usually using x-rays gamma rays prone complications due inability distinguish normal cells cancer cells scientists found heavy-ion beams pass normal tissue cells without causing harm release energy reach tumors research shows relative biological effect heavy-ions three times higher conventional photon rays means heavy-ion beams could greater killing power cancer cells leading higher probability dna double-strand breakage cancer cells better preventing cancer cell residue recurrence adjusting energy direction ions precise delivery radiation dose tumor achieved accuracy millimeters effectively sparing normal organs experts say heavy-ion radiotherapy currently recognized internationally one advanced radiotherapy methods suitable treatment solid tumors unsuitable surgery insensitive conventional radiation prone recurrence conventional radiation therapy said zhang yanshan vice president wuwei tumor hospital benefiting cancer patients china launched research development heavy-ion accelerator cancer treatment early s took research team imp long history developing heavy-ion accelerators three decades achieve transformation huge scientific device large-scale high-end medical equipment said hu shortened circumference synchronous accelerator  meters used scientific experiments   meters making smallest synchrotron system among medical heavy-ion accelerators world project made china fourth country world united states germany japan ability independently develop heavy-ion therapy system clinical applications pared imported equipment china self-developed heavy-ion therapy facility low operation maintenance costs provide continuous technical upgrade services said yang wenjie deputy general manager lanzhou ion therapy company affiliated imp responsible development production heavy-ion therapy facility clinical trials five-year survival rate  cancer participants reached   percent yang said since facility put use wuwei tumor hospital march    chinese patients well patients belgium australia received treatment involving  kinds cancers including lung cancer liver cancer pancreatic cancer glioma said zhang far  patients lung cancer highest incident rate among cancers china received treatment using facility -month survival rate treatment reached   percent addition facility wuwei seven similar facilities constructed constructed hospitals cities putian hangzhou wuhan nanjing changchun number facilities expected reach  coming five years new generation facility existing equipment however cannot meet needs china vast cancer patient population making equipment smaller future development direction medical heavy-ion accelerators lowering price treatment cancer patients enjoy benefits brought new technology although circumference first generation medical heavy-ion accelerator shortest among similar products world space utilization rate first generation product high hope use new technologies develop next generation miniaturized devices improve space utilization said hu hope reduce coverage area medical heavy-ion accelerator   square meters   square meters improve facility performance reducing production costs hu said researchers trying two technological routes achieve miniaturization one based new technologies developed imp exquisite designs superconducting technology according hu superconducting technology route mainly developed lanzhou ion therapy aim develop new generation system compact structure superior performance lower power consumption  according yang hope hospitals could equipped heavy-ion therapy system future benefit cancer patients hu added
china stem programs rank among world best,2024-04-15,http://en.people.cn/n3/2024/0415/c90000-20156875.html,chinese mainland universities solidifying standing fields science technology engineering mathematics according  quacquarelli symonds world university rankings subject chemistry stands successful internationally recognized discipline among mainland universities  institutions featured rankings peking university ranks th globally five-position improvement last year secured top spot field among mainland universities closely following chemistry biology  mainland universities represented rankings tsinghua university surged eight spots claim th place globally positioned top mainland university field materials science emerged third strongest discipline mainland universities  institutions earning place rankings tsinghua maintained top position among mainland universities field securing th place globally th last year puter science followed closely  mainland universities featured rankings tsinghua made notable progress area climbing four positions secure th place globally chinese mainland ranked third globally number institutions participating showcasing established strengths new developments mainland universities  programs across  subjects rankings  last year year saw  percent improvement peking university overall ranking performance across  subjects followed fudan university tsinghua however tsinghua outpaced peking university subjects ranked global top  four programs compared peking university two tsinghua highest global ranking fifth came stem field art history highlighting growing diversification within mainland universities inclusion shanghai servatory music rankings also exemplified expanding academic landscape mainland many mainland institutions gained recognition specific programs china agricultural university agriculture forestry program cracked global top  first time sichuan university dentistry program saw significant jump  world united states continues hold top spot number fields led  followed united kingdom  harvard university reigns supreme  programs ranked first globally massachusetts institute technology second  edition rankings showcases depth expansion excellence higher education chinese mainland qs said wechat account china growing prominence data science artificial intelligence another noteworthy trend four chinese mainland universities rank within global top  fields said ben sowter qs senior vice-president solidifies china position key player fifth industrial revolution universities forefront driving transformation
shanghai establishes synthetic biology innovation center,2024-04-15,http://en.people.cn/n3/2024/0415/c90000-20156860.html,shanghai april  xinhua shanghai synthetic biology innovation center unveiled sunday bid promote innovation development future industry eastern chinese metropolis center jointly initiated industry service institutions synthetic biology innovation partners cooperate extensively domestic foreign scientific research institutions non-profit organizations leading enterprises carry global work field synthetic biology according municipal science technology commission jin qinxian director center strategic development committee said center three goals namely gathering talents innovation empowerment industrial amplification shanghai attaches great importance development synthetic biology industry september  released action plan improve infrastructures establish new research development institutions strengthen basic applied researches
foreign students fascinated technological feats beijing high tech hub,2024-04-15,http://en.people.cn/n3/2024/0415/c90000-20156835.html, international students  countries visited beijing high-tech hub zhongguancun software park gaining better understanding thriving development innovative entrepreneurial enterprises china study tour initiated china international youth exchange center ciyec arranged help students get better grasp latest technological trends business models china spark innovative spirit practical skills thereby establishing firm foundation future career endeavors march  students began visit park digital exhibition hall delved nearly -year developmental journey witnessing consistent expansion fueled ability attract foster new enterprises today proudly stands home   companies students also toured china international lege students internet innovation entrepreneurship petition exhibition hall displays innovative projects securing investment realize commercial potential drawing entrepreneurial endeavors made tsinghua university students blossomed deeplang ai  burgeoning era ai company devoted building industrial-level chinese information processing engine using self-developed large-scale model valuation swiftly grown  million third stop tour tencent beijing headquarters provides international students comprehensive insight tech giant diverse business operations smart manufacturing autonomous driving students around world witnessed multifaceted aspects company expansive business development david osei opoku computer science major tsinghua said intriguing learn tencent business extends beyond wechat covering domains gaming cloud storage added inspired incorporate insights research dechen tshomo ai major university science technology beijing said activity strongly inspired pursue career opportunities china said feel attuned demands trends ai field someone deeply passionate ai tremendous privilege participate type event guo jianfei vice-president kr star subsidiary  kr holdings inc chinese platform dedicated serving startup ecosystems also attended event advised international students interested working china stay abreast industry dynamics actively engage internships study tour second phase international youth salon organized ciyec provides platform communication mutual learning young people china abroad hosting themed activities regularly salon aims promote cultural exchanges chinese foreign youths cultivate cross-cultural communication abilities global competence young talents
"hong kong world youth science conference brings together nobel laureates, youth",2024-04-15,http://en.people.cn/n3/2024/0415/c90000-20156794.html,hong kong april  xinhua  scientists around world including six nobel laureates one turing laureate share views frontier technologies like big data artificial intelligence quantum computing hong kong world youth science ference opened saturday john lee chief executive hong kong special administrative region hksar said opening ceremony hksar government committed hong kong rise international innovation technology center innovation technology central hong kong future delighted today event connecting many world-class scientists innovators said science youth part humanity future said liu guangyuan deputy director liaison office central people government hksar conference last tuesday providing platforms fledgling innovation technology talents network business opportunities showcase achievements
feature xuelong  brings polar spirit hong kong,2024-04-15,http://en.people.cn/n3/2024/0415/c90000-20156766.html,people visit helicopter pad polar icebreaker xuelong  hong kong south china april   xinhua long jingyi hong kong april  xinhua week victoria harbor hong kong sea fog gradually cleared monday morning giant ship red white came sight slowly sailed tsim sha tsui ocean terminal began visit hong kong xuelong  hong kong welcomes harborfront people chanted enthusiastically waving national flags hands put service  xuelong  snow dragon  measuring   meters long   meters wide china first domestically made polar icebreaker capable breaking ice   meters high snow   meters thick year marks th anniversary china polar expedition hong kong first stop xuelong  homebound voyage country th antarctic expedition gift us country ho kin chung chairman executive committee xuelong  visit said excitement twenty years ago icebreaker xuelong visited hong kong warmly welcomed china made remarkable achievements polar exploration making people hong kong feel excited proud early  ho boarded xuelong participate china first arctic scientific expedition xuelong unidirectional icebreaker takes  hours turn around fixed ice area xuelong  world advanced bidirectional icebreaking technology reduced time half hour ho said past  years since xuelong first visit hong kong special administrative region hksar witnessed steady advancements china capability design build antarctic research vessel ho said  xuelong came hong kong ho visitor time became organizer xuelong  visit engaged preparatory work september last year xuelong  completed five-day visit hong kong began return journey shanghai friday stay hksar china th antarctic expedition team shared stories scientists struggles work life polar regions hong kong people south pole extremely difficult wei fuhai deputy leader expedition team said extremely low temperature sudden snowstorm unknown abyss beneath ice made expedition battle hostile environment also test researchers determination perseverance explore polar world antarctic summer runs december february supposed prime time research work however january year sudden category  hurricane put expedition team face biggest challenge antarctic mission team members challenging limits unknown test order help mankind better understand antarctic protect use wei said scientists sharing brought polar spirit hong kong enhancing young people sense national pride encouraging students pursue dreams realized group chinese polar explorers making contributions development mankind world come rain shine undescribable glory felt heart evelyn ji student pui kiu middle school said middle school student chen kai yuan deeply moved determination researchers overcome difficulties selfless dedication young chemistry lover said hopes something china polar expedition want develop medicine prevent frostbite extremely cold weather team carry polar expedition safely chen aspires pharmacist said help young people hong kong understand polar regions encourage devote related research fields ho founded polar research institute hong kong  want sow seeds polar exploration hearts hong kong students said hoping seeds one day take root sprout grow bloom evelyn ji student pui kiu middle school speaks interview xinhua hong kong south china april   xinhua long jingyi wei fuhai deputy leader china th antarctic expedition team speaks interview xinhua hong kong south china april   xinhua long jingyi ho kin chung chairman executive committee xuelong  visit speaks interview xinhua hong kong south china april   xinhua long jingyi chen kai yuan student pui kiu middle school speaks interview xinhua hong kong south china april   xinhua long jingyi people visit polar icebreaker xuelong  hong kong south china april   xinhua tan jiaming
